listing_id,reviewer_name,review_date,review_status,final_quality_score_0_100,final_listing_decision,final_reviewer_note,label_source
L0181,Anmol,2026-02-18,reviewed,55,Review,Price deviation penalty -45,human_reviewed
L0182,Bhawya,2026-02-18,reviewed,29,Reject,Condition penalty -18; Age penalty -8; Price deviation penalty -45,human_reviewed
L0183,Aniket,2026-02-15,reviewed,76,Approve,Condition penalty -8; Age penalty -4; Price deviation penalty -12,human_reviewed
L0184,Ashmita,2026-02-21,reviewed,58,Review,Condition penalty -18; Age penalty -4; Price deviation penalty -20,human_reviewed
L0185,Aniket,2026-02-18,reviewed,88,Approve,Price deviation penalty -12,human_reviewed
L0186,Ashmita,2026-02-18,reviewed,58,Review,Condition penalty -8; Age penalty -4; Price deviation penalty -30,human_reviewed
L0187,Ashmita,2026-02-21,reviewed,80,Review,Price deviation penalty -20,human_reviewed
L0188,Anmol,2026-02-21,reviewed,43,Reject,Condition penalty -8; Age penalty -4; Price deviation penalty -45,human_reviewed
L0189,Ashmita,2026-02-18,reviewed,29,Reject,Condition penalty -18; Age penalty -8; Price deviation penalty -45,human_reviewed
L0190,Anmol,2026-02-18,reviewed,58,Review,Condition penalty -8; Age penalty -4; Price deviation penalty -30,human_reviewed
L0191,Bhawya,2026-02-18,reviewed,80,Review,Price deviation penalty -20,human_reviewed
L0192,Ashmita,2026-02-15,reviewed,83,Approve,Condition penalty -8; Age penalty -4; Price deviation penalty -5,human_reviewed
L0193,Ashmita,2026-02-21,reviewed,100,Approve,Within expected quality and pricing tolerance,human_reviewed
L0194,Aniket,2026-02-21,reviewed,55,Reject,Price deviation penalty -45,human_reviewed
L0195,Anmol,2026-02-18,reviewed,29,Reject,Condition penalty -18; Age penalty -8; Price deviation penalty -45,human_reviewed
L0196,Bhawya,2026-02-13,reviewed,55,Reject,Price deviation penalty -45,human_reviewed
L0197,Anmol,2026-02-21,reviewed,68,Review,Condition penalty -8; Age penalty -4; Price deviation penalty -20,human_reviewed
L0198,Bhawya,2026-02-21,reviewed,47,Reject,Condition penalty -8; Price deviation penalty -45,human_reviewed
L0199,Aniket,2026-02-15,reviewed,58,Review,Condition penalty -8; Age penalty -4; Price deviation penalty -30,human_reviewed
L0200,Anmol,2026-02-15,reviewed,58,Review,Condition penalty -18; Age penalty -12; Price deviation penalty -12,human_reviewed
L0201,Ashmita,2026-02-18,reviewed,51,Reject,Age penalty -4; Price deviation penalty -45,human_reviewed
L0202,Anmol,2026-02-15,reviewed,76,Approve,Condition penalty -8; Age penalty -4; Price deviation penalty -12,human_reviewed
L0203,Ashmita,2026-02-13,reviewed,100,Approve,Within expected quality and pricing tolerance,human_reviewed
L0204,Bhawya,2026-02-13,reviewed,74,Approve,Condition penalty -18; Age penalty -8,human_reviewed
L0205,Anmol,2026-02-18,reviewed,88,Approve,Condition penalty -8; Age penalty -4,human_reviewed
L0206,Anmol,2026-02-21,reviewed,88,Approve,Price deviation penalty -12,human_reviewed
L0207,Aniket,2026-02-21,reviewed,88,Approve,Condition penalty -8; Age penalty -4,human_reviewed
L0208,Ashmita,2026-02-18,reviewed,100,Approve,Within expected quality and pricing tolerance,human_reviewed
L0209,Ashmita,2026-02-18,reviewed,70,Approve,Condition penalty -18; Age penalty -12,human_reviewed
L0210,Ashmita,2026-02-13,reviewed,84,Approve,Condition penalty -8; Age penalty -8,human_reviewed
L0211,Anmol,2026-02-15,reviewed,100,Approve,Within expected quality and pricing tolerance,human_reviewed
L0212,Ashmita,2026-02-13,reviewed,70,Approve,Condition penalty -18; Age penalty -12,human_reviewed
L0213,Bhawya,2026-02-21,reviewed,58,Review,Condition penalty -8; Age penalty -4; Price deviation penalty -30,human_reviewed
L0214,Ashmita,2026-02-18,reviewed,80,Review,Price deviation penalty -20,human_reviewed
L0215,Ashmita,2026-02-13,reviewed,62,Review,Condition penalty -18; Age penalty -8; Price deviation penalty -12,human_reviewed
L0216,Ashmita,2026-02-15,reviewed,68,Review,Condition penalty -8; Age penalty -4; Price deviation penalty -20,human_reviewed
L0217,Ashmita,2026-02-13,reviewed,88,Approve,Price deviation penalty -12,human_reviewed
L0218,Ashmita,2026-02-15,reviewed,88,Approve,Condition penalty -8; Age penalty -4,human_reviewed
L0219,Bhawya,2026-02-13,reviewed,70,Approve,Condition penalty -18; Age penalty -12,human_reviewed
L0220,Anmol,2026-02-18,reviewed,84,Approve,Condition penalty -8; Age penalty -8,human_reviewed
L0221,Anmol,2026-02-21,reviewed,100,Approve,Within expected quality and pricing tolerance,human_reviewed
L0222,Anmol,2026-02-21,reviewed,69,Review,Condition penalty -18; Age penalty -8; Price deviation penalty -5,human_reviewed
L0223,Ashmita,2026-02-18,reviewed,88,Approve,Condition penalty -8; Age penalty -4,human_reviewed
L0224,Ashmita,2026-02-13,reviewed,88,Approve,Price deviation penalty -12,human_reviewed
L0225,Anmol,2026-02-21,reviewed,88,Approve,Condition penalty -8; Age penalty -4,human_reviewed
L0226,Anmol,2026-02-15,reviewed,70,Approve,Condition penalty -18; Age penalty -12,human_reviewed
L0227,Bhawya,2026-02-21,reviewed,95,Approve,Price deviation penalty -5,human_reviewed
L0228,Ashmita,2026-02-13,reviewed,88,Approve,Condition penalty -8; Age penalty -4,human_reviewed
L0229,Ashmita,2026-02-13,reviewed,50,Review,Condition penalty -18; Age penalty -12; Price deviation penalty -20,human_reviewed
L0230,Ashmita,2026-02-21,reviewed,88,Approve,Condition penalty -8; Age penalty -4,human_reviewed
L0231,Ashmita,2026-02-21,reviewed,95,Approve,Price deviation penalty -5,human_reviewed
L0232,Bhawya,2026-02-21,reviewed,88,Approve,Condition penalty -8; Age penalty -4,human_reviewed
L0233,Anmol,2026-02-21,reviewed,70,Approve,Condition penalty -18; Age penalty -12,human_reviewed
L0234,Anmol,2026-02-15,reviewed,95,Approve,Price deviation penalty -5,human_reviewed
L0235,Anmol,2026-02-21,reviewed,84,Approve,Condition penalty -8; Age penalty -8,human_reviewed
L0236,Bhawya,2026-02-15,reviewed,74,Approve,Condition penalty -18; Age penalty -8,human_reviewed
L0237,Ashmita,2026-02-18,reviewed,88,Approve,Condition penalty -8; Age penalty -4,human_reviewed
L0238,Anmol,2026-02-18,reviewed,88,Approve,Price deviation penalty -12,human_reviewed
L0239,Ashmita,2026-02-18,reviewed,88,Approve,Condition penalty -8; Age penalty -4,human_reviewed
L0240,Ashmita,2026-02-21,reviewed,69,Review,Condition penalty -18; Age penalty -8; Price deviation penalty -5,human_reviewed
L0241,Anmol,2026-02-15,reviewed,79,Approve,Condition penalty -8; Age penalty -8; Price deviation penalty -5,human_reviewed
L0242,Anmol,2026-02-21,reviewed,95,Approve,Price deviation penalty -5,human_reviewed
L0243,Anmol,2026-02-21,reviewed,88,Approve,Condition penalty -8; Age penalty -4,human_reviewed
L0244,Ashmita,2026-02-15,reviewed,74,Approve,Condition penalty -18; Age penalty -8,human_reviewed
L0245,Ashmita,2026-02-15,reviewed,83,Approve,Condition penalty -8; Age penalty -4; Price deviation penalty -5,human_reviewed
L0246,Bhawya,2026-02-18,reviewed,95,Approve,Price deviation penalty -5,human_reviewed
L0247,Aniket,2026-02-18,reviewed,83,Approve,Condition penalty -8; Age penalty -4; Price deviation penalty -5,human_reviewed
L0248,Ashmita,2026-02-18,reviewed,65,Review,Condition penalty -18; Age penalty -12; Price deviation penalty -5,human_reviewed
L0249,Anmol,2026-02-21,reviewed,88,Approve,Condition penalty -8; Age penalty -4,human_reviewed
L0250,Ashmita,2026-02-13,reviewed,100,Approve,Within expected quality and pricing tolerance,human_reviewed
L0251,Bhawya,2026-02-15,reviewed,72,Approve,Condition penalty -8; Age penalty -8; Price deviation penalty -12,human_reviewed
L0252,Bhawya,2026-02-15,reviewed,88,Approve,Condition penalty -8; Age penalty -4,human_reviewed
L0253,Ashmita,2026-02-18,reviewed,100,Approve,Within expected quality and pricing tolerance,human_reviewed
L0254,Aniket,2026-02-15,reviewed,88,Approve,Condition penalty -8; Age penalty -4,human_reviewed
L0255,Anmol,2026-02-21,reviewed,70,Approve,Condition penalty -18; Age penalty -12,human_reviewed
L0256,Bhawya,2026-02-15,reviewed,100,Approve,Within expected quality and pricing tolerance,human_reviewed
L0257,Ashmita,2026-02-18,reviewed,84,Approve,Condition penalty -8; Age penalty -8,human_reviewed
L0258,Anmol,2026-02-18,reviewed,70,Approve,Condition penalty -18; Age penalty -12,human_reviewed
L0259,Anmol,2026-02-21,reviewed,100,Approve,Within expected quality and pricing tolerance,human_reviewed
L0260,Anmol,2026-02-21,reviewed,88,Approve,Condition penalty -8; Age penalty -4,human_reviewed
L0261,Aniket,2026-02-21,reviewed,69,Review,Condition penalty -18; Age penalty -8; Price deviation penalty -5,human_reviewed
L0262,Anmol,2026-02-21,reviewed,88,Approve,Condition penalty -8; Age penalty -4,human_reviewed
L0263,Anmol,2026-02-21,reviewed,100,Approve,Within expected quality and pricing tolerance,human_reviewed
L0264,Ashmita,2026-02-15,reviewed,65,Review,Condition penalty -18; Age penalty -12; Price deviation penalty -5,human_reviewed
L0265,Aniket,2026-02-15,reviewed,83,Approve,Condition penalty -8; Age penalty -4; Price deviation penalty -5,human_reviewed
L0266,Anmol,2026-02-13,reviewed,100,Approve,Within expected quality and pricing tolerance,human_reviewed
L0267,Aniket,2026-02-15,reviewed,88,Approve,Price deviation penalty -12,human_reviewed
L0268,Ashmita,2026-02-21,reviewed,88,Approve,Condition penalty -8; Age penalty -4,human_reviewed
L0269,Anmol,2026-02-13,reviewed,74,Approve,Condition penalty -18; Age penalty -8,human_reviewed
L0270,Ashmita,2026-02-13,reviewed,88,Approve,Condition penalty -8; Age penalty -4,human_reviewed
L0271,Ashmita,2026-02-13,reviewed,88,Approve,Condition penalty -8; Age penalty -4,human_reviewed
L0272,Bhawya,2026-02-21,reviewed,100,Approve,Within expected quality and pricing tolerance,human_reviewed
L0273,Aniket,2026-02-18,reviewed,70,Approve,Condition penalty -18; Age penalty -12,human_reviewed
L0274,Anmol,2026-02-21,reviewed,88,Approve,Condition penalty -8; Age penalty -4,human_reviewed
L0275,Ashmita,2026-02-13,reviewed,54,Review,Condition penalty -18; Age penalty -8; Price deviation penalty -20,human_reviewed
L0276,Aniket,2026-02-15,reviewed,100,Approve,Within expected quality and pricing tolerance,human_reviewed
L0277,Bhawya,2026-02-21,reviewed,76,Approve,Condition penalty -8; Age penalty -4; Price deviation penalty -12,human_reviewed
L0278,Ashmita,2026-02-21,reviewed,74,Approve,Condition penalty -18; Age penalty -8,human_reviewed
L0279,Anmol,2026-02-13,reviewed,58,Review,Condition penalty -8; Age penalty -4; Price deviation penalty -30,human_reviewed
L0280,Anmol,2026-02-21,reviewed,74,Approve,Condition penalty -18; Age penalty -8,human_reviewed
L0281,Aniket,2026-02-15,reviewed,100,Approve,Within expected quality and pricing tolerance,human_reviewed
L0282,Ashmita,2026-02-15,reviewed,88,Approve,Condition penalty -8; Age penalty -4,human_reviewed
L0283,Ashmita,2026-02-13,reviewed,50,Review,Condition penalty -18; Age penalty -12; Price deviation penalty -20,human_reviewed
L0284,Bhawya,2026-02-21,reviewed,83,Approve,Condition penalty -8; Age penalty -4; Price deviation penalty -5,human_reviewed
L0285,Bhawya,2026-02-15,reviewed,88,Approve,Price deviation penalty -12,human_reviewed
L0286,Aniket,2026-02-18,reviewed,88,Approve,Condition penalty -8; Age penalty -4,human_reviewed
L0287,Anmol,2026-02-18,reviewed,74,Approve,Condition penalty -18; Age penalty -8,human_reviewed
L0288,Anmol,2026-02-13,reviewed,88,Approve,Condition penalty -8; Age penalty -4,human_reviewed
L0289,Ashmita,2026-02-18,reviewed,80,Review,Price deviation penalty -20,human_reviewed
L0290,Bhawya,2026-02-21,reviewed,70,Approve,Condition penalty -18; Age penalty -12,human_reviewed
L0291,Ashmita,2026-02-21,reviewed,88,Approve,Condition penalty -8; Age penalty -4,human_reviewed
L0292,Anmol,2026-02-18,reviewed,100,Approve,Within expected quality and pricing tolerance,human_reviewed
L0293,Bhawya,2026-02-21,reviewed,74,Approve,Condition penalty -18; Age penalty -8,human_reviewed
L0294,Ashmita,2026-02-15,reviewed,88,Approve,Price deviation penalty -12,human_reviewed
L0295,Ashmita,2026-02-21,reviewed,88,Approve,Condition penalty -8; Age penalty -4,human_reviewed
L0296,Anmol,2026-02-15,reviewed,88,Approve,Condition penalty -8; Age penalty -4,human_reviewed
L0297,Anmol,2026-02-21,reviewed,100,Approve,Within expected quality and pricing tolerance,human_reviewed
L0298,Ashmita,2026-02-13,reviewed,70,Approve,Condition penalty -18; Age penalty -12,human_reviewed
L0299,Anmol,2026-02-18,reviewed,88,Approve,Condition penalty -8; Age penalty -4,human_reviewed
L0300,Bhawya,2026-02-18,reviewed,100,Approve,Within expected quality and pricing tolerance,human_reviewed
L0301,Ashmita,2026-02-18,reviewed,76,Approve,Condition penalty -8; Age penalty -4; Price deviation penalty -12,human_reviewed
L0302,Ashmita,2026-02-21,reviewed,70,Approve,Condition penalty -18; Age penalty -12,human_reviewed
L0303,Anmol,2026-02-18,reviewed,100,Approve,Within expected quality and pricing tolerance,human_reviewed
L0304,Ashmita,2026-02-15,reviewed,76,Approve,Condition penalty -8; Age penalty -4; Price deviation penalty -12,human_reviewed
L0305,Anmol,2026-02-13,reviewed,62,Review,Condition penalty -18; Age penalty -8; Price deviation penalty -12,human_reviewed
L0306,Ashmita,2026-02-21,reviewed,88,Approve,Condition penalty -8; Age penalty -4,human_reviewed
L0307,Ashmita,2026-02-18,reviewed,58,Review,Condition penalty -18; Age penalty -12; Price deviation penalty -12,human_reviewed
L0308,Anmol,2026-02-21,reviewed,100,Approve,Within expected quality and pricing tolerance,human_reviewed
L0309,Anmol,2026-02-15,reviewed,84,Approve,Condition penalty -8; Age penalty -8,human_reviewed
L0310,Aniket,2026-02-15,reviewed,62,Review,Condition penalty -18; Age penalty -8; Price deviation penalty -12,human_reviewed
L0311,Anmol,2026-02-15,reviewed,88,Approve,Price deviation penalty -12,human_reviewed
L0312,Aniket,2026-02-21,reviewed,88,Approve,Condition penalty -8; Age penalty -4,human_reviewed
L0313,Ashmita,2026-02-18,reviewed,70,Approve,Condition penalty -18; Age penalty -12,human_reviewed
L0314,Aniket,2026-02-18,reviewed,88,Approve,Condition penalty -8; Age penalty -4,human_reviewed
L0315,Aniket,2026-02-18,reviewed,88,Approve,Price deviation penalty -12,human_reviewed
L0316,Anmol,2026-02-21,reviewed,74,Approve,Condition penalty -18; Age penalty -8,human_reviewed
L0317,Ashmita,2026-02-13,reviewed,88,Approve,Condition penalty -8; Age penalty -4,human_reviewed
L0318,Ashmita,2026-02-18,reviewed,100,Approve,Within expected quality and pricing tolerance,human_reviewed
L0319,Anmol,2026-02-13,reviewed,68,Review,Condition penalty -8; Age penalty -4; Price deviation penalty -20,human_reviewed
L0320,Ashmita,2026-02-21,reviewed,58,Review,Condition penalty -18; Age penalty -12; Price deviation penalty -12,human_reviewed
L0321,Aniket,2026-02-15,reviewed,100,Approve,Within expected quality and pricing tolerance,human_reviewed
L0322,Bhawya,2026-02-15,reviewed,88,Approve,Condition penalty -8; Age penalty -4,human_reviewed
L0323,Anmol,2026-02-15,reviewed,70,Approve,Condition penalty -18; Age penalty -12,human_reviewed
L0324,Ashmita,2026-02-18,reviewed,88,Approve,Condition penalty -8; Age penalty -4,human_reviewed
L0325,Aniket,2026-02-13,reviewed,100,Approve,Within expected quality and pricing tolerance,human_reviewed
L0326,Ashmita,2026-02-21,reviewed,58,Review,Condition penalty -8; Age penalty -4; Price deviation penalty -30,human_reviewed
L0327,Anmol,2026-02-21,reviewed,74,Approve,Condition penalty -18; Age penalty -8,human_reviewed
L0328,Aniket,2026-02-18,reviewed,100,Approve,Within expected quality and pricing tolerance,human_reviewed
L0329,Anmol,2026-02-13,reviewed,88,Approve,Condition penalty -8; Age penalty -4,human_reviewed
L0330,Ashmita,2026-02-21,reviewed,44,Review,Condition penalty -18; Age penalty -8; Price deviation penalty -30,human_reviewed
L0331,Aniket,2026-02-13,reviewed,100,Approve,Within expected quality and pricing tolerance,human_reviewed
L0332,Bhawya,2026-02-18,reviewed,88,Approve,Condition penalty -8; Age penalty -4,human_reviewed
L0333,Ashmita,2026-02-21,reviewed,70,Approve,Condition penalty -18; Age penalty -12,human_reviewed
L0334,Ashmita,2026-02-15,reviewed,80,Review,Price deviation penalty -20,human_reviewed
L0335,Anmol,2026-02-18,reviewed,88,Approve,Condition penalty -8; Age penalty -4,human_reviewed
L0336,Anmol,2026-02-15,reviewed,74,Approve,Condition penalty -18; Age penalty -8,human_reviewed
L0337,Aniket,2026-02-21,reviewed,88,Approve,Price deviation penalty -12,human_reviewed
L0338,Anmol,2026-02-13,reviewed,88,Approve,Condition penalty -8; Age penalty -4,human_reviewed
L0339,Anmol,2026-02-21,reviewed,50,Review,Condition penalty -18; Age penalty -12; Price deviation penalty -20,human_reviewed
L0340,Anmol,2026-02-21,reviewed,88,Approve,Condition penalty -8; Age penalty -4,human_reviewed
L0341,Ashmita,2026-02-15,reviewed,95,Approve,Price deviation penalty -5,human_reviewed
L0342,Anmol,2026-02-21,reviewed,88,Approve,Condition penalty -8; Age penalty -4,human_reviewed
L0343,Ashmita,2026-02-18,reviewed,70,Approve,Condition penalty -18; Age penalty -12,human_reviewed
L0344,Ashmita,2026-02-18,reviewed,76,Approve,Condition penalty -8; Age penalty -4; Price deviation penalty -12,human_reviewed
L0345,Ashmita,2026-02-15,reviewed,88,Approve,Price deviation penalty -12,human_reviewed
L0346,Anmol,2026-02-13,reviewed,88,Approve,Condition penalty -8; Age penalty -4,human_reviewed
L0347,Anmol,2026-02-21,reviewed,65,Review,Condition penalty -18; Age penalty -12; Price deviation penalty -5,human_reviewed
L0348,Ashmita,2026-02-15,reviewed,100,Approve,Within expected quality and pricing tolerance,human_reviewed
L0349,Anmol,2026-02-21,reviewed,58,Review,Condition penalty -8; Age penalty -4; Price deviation penalty -30,human_reviewed
L0350,Anmol,2026-02-15,reviewed,74,Approve,Condition penalty -18; Age penalty -8,human_reviewed
L0351,Anmol,2026-02-13,reviewed,76,Approve,Condition penalty -8; Age penalty -4; Price deviation penalty -12,human_reviewed
L0352,Ashmita,2026-02-13,reviewed,70,Approve,Condition penalty -18; Age penalty -12,human_reviewed
L0353,Anmol,2026-02-18,reviewed,100,Approve,Within expected quality and pricing tolerance,human_reviewed
L0354,Anmol,2026-02-15,reviewed,68,Review,Condition penalty -8; Age penalty -4; Price deviation penalty -20,human_reviewed
L0355,Aniket,2026-02-15,reviewed,74,Approve,Condition penalty -18; Age penalty -8,human_reviewed
L0356,Anmol,2026-02-18,reviewed,88,Approve,Condition penalty -8; Age penalty -4,human_reviewed
L0357,Ashmita,2026-02-13,reviewed,100,Approve,Within expected quality and pricing tolerance,human_reviewed
L0358,Ashmita,2026-02-15,reviewed,58,Review,Condition penalty -18; Age penalty -12; Price deviation penalty -12,human_reviewed
L0359,Aniket,2026-02-18,reviewed,83,Approve,Condition penalty -8; Age penalty -4; Price deviation penalty -5,human_reviewed
L0360,Aniket,2026-02-15,reviewed,88,Approve,Price deviation penalty -12,human_reviewed
L0361,Anmol,2026-02-21,reviewed,88,Approve,Condition penalty -8; Age penalty -4,human_reviewed
L0362,Ashmita,2026-02-15,reviewed,74,Approve,Condition penalty -18; Age penalty -8,human_reviewed
L0363,Ashmita,2026-02-13,reviewed,100,Approve,Within expected quality and pricing tolerance,human_reviewed
L0364,Anmol,2026-02-18,reviewed,88,Approve,Condition penalty -8; Age penalty -4,human_reviewed
L0365,Ashmita,2026-02-15,reviewed,70,Approve,Condition penalty -18; Age penalty -12,human_reviewed
L0366,Ashmita,2026-02-13,reviewed,83,Approve,Condition penalty -8; Age penalty -4; Price deviation penalty -5,human_reviewed
L0367,Ashmita,2026-02-13,reviewed,100,Approve,Within expected quality and pricing tolerance,human_reviewed
L0368,Aniket,2026-02-21,reviewed,88,Approve,Condition penalty -8; Age penalty -4,human_reviewed
L0369,Anmol,2026-02-21,reviewed,69,Review,Condition penalty -18; Age penalty -8; Price deviation penalty -5,human_reviewed
L0370,Anmol,2026-02-18,reviewed,80,Review,Price deviation penalty -20,human_reviewed
L0371,Anmol,2026-02-21,reviewed,100,Approve,Within expected quality and pricing tolerance,human_reviewed
L0372,Anmol,2026-02-15,reviewed,88,Approve,Condition penalty -8; Age penalty -4,human_reviewed
L0373,Bhawya,2026-02-18,reviewed,70,Approve,Condition penalty -18; Age penalty -12,human_reviewed
L0374,Bhawya,2026-02-15,reviewed,100,Approve,Within expected quality and pricing tolerance,human_reviewed
L0375,Ashmita,2026-02-13,reviewed,88,Approve,Condition penalty -8; Age penalty -4,human_reviewed
